hub,taskNumber,taskName,Status,data
Mondelez,206,Alimentar PedidosBI Hora,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,208,Envio automático de relatórios,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,209,Importar Fretes,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,106,Enviar Pedido para Captura,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,107,Consultar Resultado da Análise de Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,108,Concluir a Análise de Pagamento do Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,109,Enviar Status de Pagamento para a Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,133,Realizar Baixa de Boletos,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,168,Reprocessar Pedidos com Erro de Captura,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,188,Importar Produtos,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,220,Enfileirar e Reenfileirar EMail de Filial Pendente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,193,Disparar Emails,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,182,Integração Estoque,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,184,Integração Preço,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,186,Integração Notificação Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,187,Integração Status de Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,189,Integração de Pedidos,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,185,Importar Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,183,Integração Limite de Crédito,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,190,Integração Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,203,Integração de Pedidos (iHub),Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,213,Integração de Pedidos (Parceiro),Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,192,Integração de Tracking,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,198,Integração de Política de Preço,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Mondelez,194,Integrações B2B,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,100,Importar Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,101,Exportar Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,102,Importar Pedido para Análise de Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,103,Enviar Pedido para Autorização,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,104,Enviar Pedido para Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,173,Consultar Resultado da Análise de Risco Massivo,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,174,Confirmar Resultado da Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,208,Envio automático de relatórios,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,209,Importar Fretes,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,106,Enviar Pedido para Captura,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,107,Consultar Resultado da Análise de Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,108,Concluir a Análise de Pagamento do Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,109,Enviar Status de Pagamento para a Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,133,Realizar Baixa de Boletos,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,168,Reprocessar Pedidos com Erro de Captura,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,188,Importar Produtos,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,307,Importar Planilha de Promoções,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,193,Disparar Emails,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,304,Integração Notificação Neurotech,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,305,Integração Status Neurotech,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,306,Integração Importação Neurotech,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,182,Integração Estoque,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,184,Integração Preço,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,186,Integração Notificação Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,187,Integração Status de Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,189,Integração de Pedidos,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,185,Importar Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,183,Integração Limite de Crédito,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,190,Integração Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,203,Integração de Pedidos (iHub),Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,213,Integração de Pedidos (Parceiro),Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,192,Integração de Tracking,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,194,Integrações B2B,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Vila Nova,198,Integração de Política de Preço,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,100,Importar Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,101,Exportar Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,102,Importar Pedido para Análise de Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,103,Enviar Pedido para Autorização,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,104,Enviar Pedido para Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,173,Consultar Resultado da Análise de Risco Massivo,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,174,Confirmar Resultado da Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,204,Enviar carrinhos abandonados para o parceiro MarketingTech,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,206,Alimentar PedidosBI Hora,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,208,Envio automático de relatórios,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,209,Importar Fretes,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,106,Enviar Pedido para Captura,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,107,Consultar Resultado da Análise de Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,108,Concluir a Análise de Pagamento do Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,109,Enviar Status de Pagamento para a Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,133,Realizar Baixa de Boletos,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,168,Reprocessar Pedidos com Erro de Captura,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,188,Importar Produtos,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,193,Disparar Emails,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,182,Integração Estoque,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,184,Integração Preço,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,183,Integração Limite de Crédito,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,185,Importar Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,186,Integração Notificação Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,187,Integração Status de Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,189,Integração de Pedidos (Distribuidor),Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,203,Integração de Pedidos (iHub),Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,213,Integração de Pedidos (Parceiro),Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,190,Integração Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,192,Integração de Tracking,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,198,Integração de Política de Preço,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Loja Perfeita,194,Integrações B2B,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,100,Importar Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,101,Exportar Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,102,Importar Pedido para Análise de Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,103,Enviar Pedido para Autorização,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,104,Enviar Pedido para Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,173,Consultar Resultado da Análise de Risco Massivo,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,174,Confirmar Resultado da Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,204,Enviar carrinhos abandonados para o parceiro MarketingTech,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,206,Alimentar PedidosBI Hora,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,208,Envio automático de relatórios,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,209,Importar Fretes,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,106,Enviar Pedido para Captura,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,107,Consultar Resultado da Análise de Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,108,Concluir a Análise de Pagamento do Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,109,Enviar Status de Pagamento para a Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,133,Realizar Baixa de Boletos,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,168,Reprocessar Pedidos com Erro de Captura,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,188,Importar Produtos,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,193,Disparar Emails,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,219,Consultar Confirmação Pagamento BS2,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,304,Integração Notificação Neurotech,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,305,Integração Status Neurotech,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,306,Integração Importação Neurotech,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,182,Integração Estoque,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,184,Integração Preço,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,183,Integração Limite de Crédito,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,185,Importar Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,186,Integração Notificação Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,187,Integração Status de Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,189,Integração de Pedidos (Distribuidor),Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,203,Integração de Pedidos (iHub),Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,213,Integração de Pedidos (Parceiro),Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,190,Integração Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,192,Integração de Tracking,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Omron,198,Integração de Política de Preço,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,100,Importar Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,101,Exportar Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,102,Importar Pedido para Análise de Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,103,Enviar Pedido para Autorização,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,104,Enviar Pedido para Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,173,Consultar Resultado da Análise de Risco Massivo,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,174,Confirmar Resultado da Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,208,Envio automático de relatórios,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,209,Importar Fretes,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,106,Enviar Pedido para Captura,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,107,Consultar Resultado da Análise de Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,108,Concluir a Análise de Pagamento do Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,109,Enviar Status de Pagamento para a Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,133,Realizar Baixa de Boletos,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,168,Reprocessar Pedidos com Erro de Captura,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,188,Importar Produtos,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,219,Importar Planilha de Promoções,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,193,Disparar Emails,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,182,Integração Estoque,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,184,Integração Preço,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,183,Integração Limite de Crédito,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,185,Importar Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,186,Integração Notificação Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,187,Integração Status de Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,189,Integração de Pedidos (Distribuidor),Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,203,Integração de Pedidos (iHub),Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,213,Integração de Pedidos (Parceiro),Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,190,Integração Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,192,Integração de Tracking,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,198,Integração de Política de Preço,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Cuidado todos os dias,194,Integrações B2B,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,100,Importar Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,101,Exportar Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,102,Importar Pedido para Análise de Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,103,Enviar Pedido para Autorização,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,104,Enviar Pedido para Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,173,Consultar Resultado da Análise de Risco Massivo,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,174,Confirmar Resultado da Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,208,Envio automático de relatórios,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,209,Importar Fretes,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,106,Enviar Pedido para Captura,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,107,Consultar Resultado da Análise de Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,108,Concluir a Análise de Pagamento do Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,109,Enviar Status de Pagamento para a Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,133,Realizar Baixa de Boletos,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,168,Reprocessar Pedidos com Erro de Captura,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,188,Importar Produtos,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,193,Disparar Emails,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,304,Integração Notificação Neurotech,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,305,Integração Status Neurotech,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,306,Integração Importação Neurotech,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,182,Integração Estoque,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,184,Integração Preço,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,183,Integração Limite de Crédito,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,185,Importar Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,186,Integração Notificação Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,187,Integração Status de Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,189,Integração de Pedidos (Distribuidor),Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,203,Integração de Pedidos (iHub),Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,213,Integração de Pedidos (Parceiro),Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,190,Integração Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,192,Integração de Tracking,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,198,Integração de Política de Preço,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Josapar,194,Integrações B2B,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,100,Importar Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,101,Exportar Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,102,Importar Pedido para Análise de Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,103,Enviar Pedido para Autorização,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,104,Enviar Pedido para Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,173,Consultar Resultado da Análise de Risco Massivo,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,174,Confirmar Resultado da Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,208,Envio automático de relatórios,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,209,Importar Fretes,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,106,Enviar Pedido para Captura,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,107,Consultar Resultado da Análise de Pagamento,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,108,Concluir a Análise de Pagamento do Pedido,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,109,Enviar Status de Pagamento para a Análise de Risco,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,133,Realizar Baixa de Boletos,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,168,Reprocessar Pedidos com Erro de Captura,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,188,Importar Produtos,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,307,Importar Planilha de Promoções,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,193,Disparar Emails,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,304,Integração Notificação Neurotech,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,305,Integração Status Neurotech,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,306,Integração Importação Neurotech,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,182,Integração Estoque,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,184,Integração Preço,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,183,Integração Limite de Crédito,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,185,Importar Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,186,Integração Notificação Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,187,Integração Status de Cliente,Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
Coty - Loja do Varejo,189,Integração de Pedidos (Distribuidor),Atrasada,Tue Dec 21 2021 15:38:24 GMT-0300 (GMT-03:00)
